Evaluation/TerminationRate,GaussianMLPPolicy/LossBefore,GaussianMLPValueFunction/LossAfter,TotalEnvSteps,GaussianMLPPolicy/KL,GaussianMLPValueFunction/dLoss,Evaluation/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,Evaluation/MinReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLBefore,Evaluation/NumEpisodes,GaussianMLPValueFunction/LossBefore,GaussianMLPPolicy/Entropy,Evaluation/StdReturn,Evaluation/Iteration,Evaluation/MaxReturn,Evaluation/AverageReturn,Evaluation/SuccessRate
0.0,-1.629193668861717e-08,1.8521385192871094,27000,0.009879419580101967,0.639951229095459,1.9158583864310677,-0.020980844274163246,1.9620888409484492,0.020980827510356903,0.0,3,2.4920897483825684,5.909085750579834,1.851460127352829,17,6.0888855558123005,4.568394226428843,0.0
0.0,-4.2219958085176756e-10,1050.4937744140625,28500,0.00645019207149744,106.906005859375,151.55205581289968,-0.00043975922744721174,5.2091496586923896,0.0004397587908897549,0.0,3,1157.3997802734375,5.911354064941406,421.57741386661957,18,1024.1020797194387,563.151570162202,0.0
0.0,3.576278717609682e-10,829.21630859375,30000,0.006805696990340948,69.09527587890625,82.15997098742245,-0.0002912769850809127,1.308229175022198,0.0002912773343268782,0.0,3,898.3115844726562,5.8655242919921875,491.00580372722834,19,1043.078615016702,348.6915827813545,0.0
0.0,-2.8292337361790487e-08,1.872109055519104,31500,0.009726866148412228,0.034060001373291016,1.7710659868782972,-0.04486628249287605,1.6794976276356746,0.044866252690553665,0.0,3,1.906169056892395,5.8023905754089355,2.357667152522228,20,6.73497406403406,5.013137225942585,0.0
0.0,-1.6838311855948973e-09,856.9493408203125,33000,0.009799590334296227,90.87982177734375,143.52991186672497,-0.0007871987181715667,7.268050247636998,0.0007871970301494002,0.0,3,947.8291625976562,5.750679016113281,382.43896673797553,21,867.2345862682523,544.4951745708535,0.0
0.0,2.558032674571109e-10,1563.6873779296875,34500,0.007220931816846132,273.1968994140625,140.06732733755925,-0.0003688089782372117,2.004359278471435,0.0003688092401716858,0.0,3,1836.88427734375,5.684677600860596,682.7885798512449,22,1450.5073468288115,484.8984825237191,0.0
0.0,-8.138020746173424e-08,1.9629740715026855,36000,0.006680496037006378,0.029139161109924316,1.4814846874469563,-0.07090781629085541,1.1745436759395897,0.07090773433446884,0.0,3,1.9921132326126099,5.702195167541504,2.5611868542028517,23,6.754841254140185,4.792256538670925,0.0
0.0,1.4851491147993556e-09,846.4005126953125,37500,0.007201734464615583,90.25396728515625,162.32965985231363,-0.00036024299333803356,5.873007489371794,0.00036024447763338685,0.0,3,936.6544799804688,5.6798930168151855,457.8529128049631,24,1124.704670027271,587.633579911845,0.0
0.0,4.967053990334591e-10,555.1714477539062,39000,0.006622408516705036,42.977783203125,79.03838899519592,-0.0007383208139799535,1.5602765534754977,0.0007383213378489017,0.0,3,598.1492309570312,5.622701644897461,516.4061127895504,25,1097.1333070605544,366.8247897579427,0.0
0.0,1.2334187715623557e-07,2.035501003265381,40500,0.009762654080986977,0.017033815383911133,1.6400304639617242,-0.08877987414598465,1.9570604832688656,0.0887800008058548,0.0,3,2.052534818649292,5.6493611335754395,2.124338768399223,26,6.776746479509155,4.93314239704129,0.0
0.0,-1.0679165191040951e-10,1003.0923461914062,42000,0.00960891880095005,154.92669677734375,195.22977464853307,-0.00031307293102145195,6.2049039331151565,0.0003130728146061301,0.0,3,1158.01904296875,5.684926509857178,510.1594102802569,27,1234.6001265157643,686.6224269587013,0.0
0.0,1.1175871339474952e-09,1045.106689453125,43500,0.006975570693612099,159.211669921875,132.98284271232998,-0.00035356410080567,1.549054437796557,0.0003535652067512274,0.0,3,1204.318359375,5.63299036026001,722.0556191094735,28,1533.3326199369126,512.1917740169866,0.0
0.0,3.115336255632428e-08,2.166398286819458,45000,0.009882152080535889,0.01046895980834961,1.7512706610259476,-0.09163758158683777,1.4770870262141182,0.09163761138916016,0.0,3,2.1768672466278076,5.627120018005371,2.4231335952079984,29,6.661587610164802,4.903524158589981,0.0
0.0,-6.159146526130144e-10,83.99644470214844,46500,0.0065215593203902245,1.2324142456054688,105.78214029941519,-0.0008940345724113286,6.825873701327642,0.0008940339321270585,0.0,3,85.2288589477539,5.580155372619629,230.44946318839587,30,564.1389683155928,311.3729679873449,0.0
0.0,4.3710071673253026e-10,147.07862854003906,48000,0.006441027857363224,3.8938140869140625,81.95218455800172,-0.0008692597621120512,1.6290722417255759,0.0008692602277733386,0.0,3,150.97244262695312,5.597922325134277,318.4382375036399,31,677.1780984524507,226.8384265084965,0.0
0.0,-1.2715657415895976e-09,2.1805098056793213,49500,0.007202114909887314,0.0032358169555664062,1.6337485894356527,-0.17114046216011047,1.711952173891538,0.17114046216011047,0.0,3,2.1837456226348877,5.585083961486816,1.9076519728496386,32,6.054770883057727,4.381252242421882,0.0
0.0,-2.9603639539743654e-09,240.81854248046875,51000,0.008719095028936863,12.950042724609375,148.06486184044377,-0.0006880863220430911,5.889899582068555,0.0006880833534523845,0.0,3,253.76858520507812,5.57733154296875,372.47233049402644,33,904.6812400537327,410.01973631269084,0.0
0.0,-4.669030717607825e-10,160.5196533203125,52500,0.00638097058981657,6.6287078857421875,105.53826671173242,-0.0008596385596320033,1.665377275649835,0.000859638093970716,0.0,3,167.1483612060547,5.603479385375977,367.6842188465282,34,781.659499141476,261.67549059860454,0.0
0.0,1.6530353974530954e-08,2.224600076675415,54000,0.007784502115100622,0.002161264419555664,2.0926317770685507,-0.10271832346916199,1.9060184365164483,0.10271833837032318,0.0,3,2.2267613410949707,5.600336074829102,2.199002813270419,35,7.190264037483516,4.849586182953012,0.0
0.0,-8.940696794024205e-11,190.94651794433594,55500,0.0064055584371089935,11.414321899414062,180.34941340099522,-0.0005402606329880655,6.6584904703069565,0.0005402605165727437,0.0,3,202.36083984375,5.5492634773254395,304.54887801730666,36,666.5654440637443,437.03728247216986,0.0
0.0,-7.549921798855053e-10,51.53611373901367,57000,0.009281961247324944,0.9669952392578125,72.45178751975604,-0.0008342525106854737,1.6606099028680412,0.0008342517539858818,0.0,3,52.503108978271484,5.552666664123535,257.92345431503696,37,548.8251793049786,184.06633342278755,0.0
0.0,7.629394893626795e-09,2.2587945461273193,58500,0.006633493583649397,0.0018184185028076172,2.392349759395907,-0.06813641637563705,1.5856563969158928,0.06813642382621765,0.0,3,2.260612964630127,5.529537677764893,3.3920290723257285,38,9.773500843735965,6.08725196583834,0.0
0.0,3.079573263065072e-10,855.6834716796875,60000,0.00962133053690195,266.52734375,144.54747398002476,-0.0004473448498174548,16.687047620898884,0.00044734516995958984,0.0,3,1122.2108154296875,5.620560646057129,682.7360666592573,39,1685.7489409131408,820.9365138652956,0.0
0.0,-1.5099843597710105e-09,82.06256866455078,61500,0.009878533892333508,5.564689636230469,79.33516789285333,-0.0014565405435860157,2.1289364686066725,0.001456539030186832,0.0,3,87.62725830078125,5.552347660064697,317.1632023344819,40,674.9404180104901,226.40391585066928,0.0
0.0,-1.9073486612342094e-07,2.393216848373413,63000,0.0068864114582538605,0.12393856048583984,2.272929207598841,-0.03330965340137482,2.0474709673299443,0.033309463411569595,0.0,3,2.517155408859253,5.514492988586426,2.433228858924004,41,7.559563641204576,5.4580177775304755,0.0
0.0,-4.867712899425669e-10,354.6899108886719,64500,0.006443091202527285,42.763824462890625,175.61627014829398,-0.00048494592192582786,6.3483002865380245,0.0004849454271607101,0.0,3,397.4537353515625,5.5816264152526855,461.62750065220257,42,1119.5448892287407,620.241919259906,0.0
0.0,-8.344650526126429e-10,55.65301513671875,66000,0.00922746304422617,1.16595458984375,86.09296142386376,-0.001753083080984652,1.7582474141467308,0.0017530822660773993,0.0,3,56.8189697265625,5.540097236633301,303.80752983846537,43,646.2416977631522,216.59296888096858,0.0
0.0,-1.6911825184706686e-07,2.453284502029419,67500,0.006442496553063393,0.02612018585205078,2.6013103462853286,-0.10432028025388718,1.9269203816924945,0.10432010889053345,0.0,3,2.4794046878814697,5.559778690338135,3.138037701720536,44,8.643447165427052,6.3642246929218595,0.0
0.0,-5.394220181642595e-09,213.06883239746094,69000,0.009507501497864723,21.441650390625,165.39850259008423,-0.001069416874088347,9.270265933087462,0.001069411518983543,0.0,3,234.51048278808594,5.53500509262085,417.2472281078243,45,990.7319604918747,582.3137480748209,0.0
0.0,2.6623407922699016e-09,100.98086547851562,70500,0.0064065782353281975,4.987709045410156,100.24098769510222,-0.0005777619662694633,1.6245590619503232,0.0005777646438218653,0.0,3,105.96857452392578,5.494546890258789,416.91533113995695,46,886.1313557586096,296.5240504847382,0.0
0.0,-3.6366779454510834e-07,2.5144829750061035,72000,0.00821310468018055,0.0056798458099365234,1.9165546528570685,-0.20446115732192993,1.8293975030257477,0.20446079969406128,0.0,3,2.52016282081604,5.54998779296875,2.50024337432106,47,7.399588839986669,5.349355406592014,0.0
0.0,8.642673243741683e-10,562.69873046875,73500,0.007586028426885605,146.59375,221.52733942618565,-0.0003162756038364023,10.204721874811636,0.000316276476951316,0.0,3,709.29248046875,5.528554916381836,704.4060846395876,48,1699.1799720274637,752.838613246285,0.0
0.0,1.02569663873453e-09,676.707275390625,75000,0.009865432977676392,157.22186279296875,208.6348054660834,-0.00029375788290053606,1.6648763836952447,0.00029375890153460205,0.0,3,833.9291381835938,5.544784069061279,1051.8515923625162,49,2233.06930968217,745.5265258103127,0.3333333333333333
0.0,1.3987222935440968e-08,2.7289838790893555,76500,0.0067133172415196896,0.0002167224884033203,2.661022038342565,-0.07840629667043686,1.509722238557551,0.07840631157159805,0.0,3,2.729200601577759,5.495826721191406,3.6354720892027035,50,9.346674103269335,6.648926414573135,0.0
0.0,-5.463758959156628e-11,757.214599609375,78000,0.006948950234800577,175.02740478515625,285.5065617436215,-0.00029381009517237544,8.303020743265893,0.00029381003696471453,0.0,3,932.2420043945312,5.474520683288574,948.0519405238942,51,2052.2929184786963,1348.485570137022,0.3333333333333333
0.0,-6.95387525340152e-10,532.861083984375,79500,0.005945275072008371,73.8082275390625,190.99750845149015,-0.00017260877939406782,1.970835175871599,0.00017260808090213686,0.0,3,606.6693115234375,5.4511332511901855,1191.4852141036645,52,2529.579276437974,844.564730254227,0.3333333333333333
0.0,1.5767415106893168e-07,2.89390230178833,81000,0.007970945909619331,0.0030546188354492188,3.205766726628104,-0.05202123522758484,2.213118689186478,0.052021391689777374,0.0,3,2.8969569206237793,5.486839771270752,6.082029051104279,53,15.415454999803721,10.806872689827243,0.0
0.0,-1.053015341589969e-09,791.2071533203125,82500,0.007025100756436586,165.1785888671875,337.60868263734534,-0.0002821578236762434,19.42436216501689,0.000282156775938347,0.0,3,956.3857421875,5.470321178436279,1068.696764642752,54,2407.4078422914777,1523.0141678970579,0.3333333333333333
0.0,1.0008612827405727e-09,225.02200317382812,84000,0.008383462205529213,13.038833618164062,156.2858423405142,-0.0005130612989887595,2.115473600084533,0.000513062288518995,0.0,3,238.0608367919922,5.4600443840026855,901.0835621371934,55,1913.6180606567032,639.2934663797049,0.3333333333333333
0.0,2.415974975633617e-08,3.005357503890991,85500,0.006757617462426424,0.013071298599243164,3.0523875053163247,-0.030995147302746773,2.072466588522027,0.030995171517133713,0.0,3,3.0184288024902344,5.428742408752441,5.3704459562764155,56,14.536190585585736,9.51902068592546,0.0
0.0,1.0778506975839264e-09,94.95863342285156,87000,0.006560950540006161,2.8699798583984375,179.97928424119274,-0.0005082550342194736,9.979911320659237,0.000508256140165031,0.0,3,97.82861328125,5.412777900695801,613.185600003187,57,1496.5012109762815,691.169428581491,0.0
0.0,1.0728835597717534e-09,7.273248672485352,88500,0.009382763877511024,0.03312063217163086,46.385807679503735,-0.004341696854680777,1.6110607544275066,0.004341697786003351,0.0,3,7.306369304656982,5.437385082244873,158.58529387982855,58,338.3050486339202,114.03181522384297,0.0
0.0,-1.907348723406699e-09,3.0189692974090576,90000,0.006536421366035938,0.03369283676147461,3.231492209855567,-0.033615004271268845,1.657334407515143,0.033615000545978546,0.0,3,3.0526621341705322,5.420077323913574,3.792508793808713,59,10.892149573323104,6.565850011615981,0.0
0.0,-1.0927517779535378e-09,10.822604179382324,91500,0.009769871830940247,7.699282646179199,85.54086363070446,-0.001649619429372251,56.99865194778038,0.0016496183816343546,0.0,3,18.521886825561523,5.4221367835998535,118.54140457952616,60,328.1263480920505,222.56549984440764,0.0
0.0,-4.450479984541289e-09,6.2263383865356445,93000,0.009627647697925568,2.7369279861450195,37.243179798803915,-0.003332898486405611,1.5632901876923686,0.0033328940626233816,0.0,3,8.963266372680664,5.44521951675415,151.07527088945358,61,322.0938044881361,108.44111572691948,0.0
0.0,-3.814697446813398e-09,3.0205845832824707,94500,0.009621446952223778,0.018409013748168945,2.4145442218200346,-0.03576291725039482,1.4834440280959584,0.03576291352510452,0.0,3,3.0389935970306396,5.369606018066406,2.669634526009052,62,7.7352113205044954,5.162884110472148,0.0
0.0,-4.967053990334591e-10,11.410284042358398,96000,0.006410855799913406,0.3074970245361328,63.865504681261676,-0.0013997688656672835,7.154786810183308,0.0013997684000059962,0.0,3,11.717781066894531,5.393084526062012,121.1130679568998,63,291.92827918191495,173.5455420744008,0.0
0.0,3.9736430812453705e-10,8.935995101928711,97500,0.00820432510226965,0.048633575439453125,60.62292334644863,-0.0028224659617990255,1.5680868966332027,0.002822466427460313,0.0,3,8.984628677368164,5.409035682678223,195.83554578090414,64,417.02100337517004,140.0677198094759,0.0
0.0,5.340576336720915e-08,3.024040937423706,99000,0.0066652060486376286,0.00036263465881347656,2.4677335072035946,-0.1363552063703537,1.7044845866552558,0.13635526597499847,0.0,3,3.0244035720825195,5.448981285095215,2.7687007964814008,65,7.707666208597052,5.616937398544365,0.0
0.0,-5.9604643443123e-10,42.051849365234375,100500,0.00941717904061079,2.175537109375,108.61455947405409,-0.0009301275131292641,6.713526814113067,0.000930126931052655,0.0,3,44.227386474609375,5.456788063049316,436.6972290233164,66,1075.3851857607176,554.4896699747565,0.0
0.0,2.8808910812472277e-09,28.444259643554688,102000,0.007244463078677654,0.8198318481445312,88.81268393317312,-0.0005898117669858038,1.4477632954887159,0.0005898146191611886,0.0,3,29.26409149169922,5.375122547149658,436.1168916573562,67,926.6323819619348,309.86996081596243,0.0
0.0,1.0490417423625331e-08,3.050961971282959,103500,0.006608468480408192,9.369850158691406e-05,3.1752118930744335,-0.0558244064450264,1.4747023734182312,0.05582441762089729,0.0,3,3.051055669784546,5.407746315002441,3.579824106608015,68,9.118619671967807,6.537002781324009,0.0
0.0,-5.9604643443123e-10,26.193849563598633,105000,0.006770896725356579,0.6808376312255859,93.6524089992022,-0.001086491160094738,23.421420771497466,0.0010864905780181289,0.0,3,26.87468719482422,5.390815258026123,372.2594221557758,69,897.6899404623424,385.76875006301725,0.0
0.0,-1.1424223789191501e-09,9.20425033569336,106500,0.006732781883329153,0.11797523498535156,59.03897352080251,-0.002026007743552327,1.3426921905680278,0.002026006579399109,0.0,3,9.322225570678711,5.389208793640137,214.08135474272686,70,455.5001250315966,152.74337079839952,0.0
0.0,1.6403198799253005e-07,3.0655605792999268,108000,0.009774541482329369,0.018784523010253906,2.2959904912046123,-0.05192382633686066,1.2410481687101202,0.05192399024963379,0.0,3,3.0843451023101807,5.4438371658325195,2.649576637158723,71,7.078086729942553,4.978638008545218,0.0
0.0,-7.947286162490741e-10,10.366654396057129,109500,0.009700329042971134,0.5585098266601562,75.0074375530347,-0.0019468298414722085,7.509609576509712,0.0019468290265649557,0.0,3,10.925164222717285,5.465313911437988,138.4787031225507,72,333.3378141515402,197.64822351320075,0.0
0.0,-2.7815499903383056e-10,7.2601776123046875,111000,0.0071074278093874454,0.13807153701782227,45.84505008264144,-0.0029186445754021406,1.152032938178361,0.002918644342571497,0.0,3,7.39824914932251,5.475256443023682,155.13340013559625,73,330.31186181035275,110.92011920838901,0.0
0.0,-2.7020773174513124e-08,3.074620008468628,112500,0.00690227746963501,0.0003871917724609375,2.985370797655096,-0.08215832710266113,1.396510387852773,0.08215829730033875,0.0,3,3.075007200241089,5.4571146965026855,3.1609071458846656,74,8.849407939007719,5.728648990639484,0.0
0.0,4.5696893491431467e-10,16.683225631713867,114000,0.00932216364890337,0.5788230895996094,130.87856259116975,-0.0011689726961776614,6.6677308620811075,0.0011689731618389487,0.0,3,17.262048721313477,5.474489688873291,215.47128327385343,75,522.1101923631959,297.1587550914899,0.0
0.0,3.327925990337377e-10,15.434666633605957,115500,0.006887253373861313,0.37819576263427734,89.34281076664479,-0.0014241185272112489,1.2705065088257128,0.0014241188764572144,0.0,3,15.812862396240234,5.486087322235107,263.94535923742643,76,561.2754366859103,188.0003451399398,0.0
0.0,2.7020772286334704e-09,3.2487001419067383,117000,0.006920343264937401,0.74283766746521,19.50062106216094,-0.006776447873562574,1.3680504104962636,0.006776450667530298,0.0,3,3.9915378093719482,5.46746301651001,34.84116506330814,77,81.50235571084686,32.96007370156882,0.0
0.0,3.377596535791838e-10,22.52680206298828,118500,0.006549526937305927,1.7854499816894531,142.21570544477046,-0.0006918792496435344,51.45158781673852,0.0006918795988894999,0.0,3,24.312252044677734,5.5184478759765625,246.31069034539237,78,642.7768989505163,312.5356933331945,0.0
0.0,-2.106030683179938e-09,5.537622928619385,120000,0.00663977162912488,1.0732421875,43.14354534957615,-0.002904448891058564,1.2018630257031286,0.0029044467955827713,0.0,3,6.610865116119385,5.5076398849487305,137.66600742959167,79,293.30349546220424,98.61437648988482,0.0
0.0,-4.847844348176977e-09,3.1682310104370117,121500,0.009933369234204292,0.41331005096435547,5.408241281620722,-0.01633334718644619,1.2340363941858579,0.016333341598510742,0.0,3,3.581541061401367,5.5255584716796875,7.579170647806616,80,19.459691473610555,9.326714305278264,0.0
0.0,-7.351239617037209e-10,7.252482891082764,123000,0.009958354756236076,2.96983003616333,95.6706314195743,-0.001256546820513904,6.45747881377532,0.0012565461220219731,0.0,3,10.222312927246094,5.512531280517578,183.77401673138692,81,451.8930247026212,247.93804697513926,0.0
0.0,1.4106432688620885e-09,6.726446628570557,124500,0.008476387709379196,0.36476564407348633,64.32197908256997,-0.0025676311925053596,1.3271936266805704,0.0025676325894892216,0.0,3,7.091212272644043,5.564598083496094,211.4468684388865,82,449.9113494352453,150.88032352236215,0.0
0.0,3.1789144649962964e-09,3.1668918132781982,126000,0.006875753868371248,0.0047185420989990234,6.7824627686254475,-0.020548703148961067,1.329555629989601,0.020548706874251366,0.0,3,3.1716103553771973,5.580801010131836,9.311748439560152,83,23.690305712703758,11.210930743571966,0.0
0.0,-1.1374553521292796e-09,17.80327033996582,127500,0.006614184472709894,1.9605865478515625,166.21399592010414,-0.0005843626568093896,7.5442112916230855,0.0005843614926561713,0.0,3,19.763856887817383,5.511201858520508,266.5660570798958,84,623.7277859435769,377.994223851508,0.3333333333333333
0.0,-2.2649764286342133e-09,3.954045534133911,129000,0.00978207215666771,0.10740923881530762,43.138725769466326,-0.0040782541036605835,1.383931175058133,0.004078251775354147,0.0,3,4.061454772949219,5.536190986633301,196.52225738039266,85,418.27920345536756,140.35476193766348,0.0
0.0,3.1789144649962964e-09,3.211090564727783,130500,0.009085581637918949,0.00754094123840332,5.364078577667484,-0.03445902839303017,1.3363972924943086,0.034459032118320465,0.0,3,3.2186315059661865,5.565157413482666,7.259261311186003,86,18.92347722540845,9.372976882523606,0.0
0.0,1.490116086078075e-10,9.156892776489258,132000,0.006587562616914511,0.5869026184082031,128.37750754816778,-0.0007663248106837273,10.080395878991569,0.00076632498530671,0.0,3,9.743795394897461,5.495659351348877,205.2883824951968,87,462.609507990046,299.641425386143,0.0
0.0,1.3113021779531664e-09,4.680972576141357,133500,0.006853329483419657,0.12923860549926758,35.41243024734664,-0.002423235448077321,1.1951774978484027,0.002423236845061183,0.0,3,4.810211181640625,5.545394420623779,156.9666600917373,88,334.174859261793,112.19047974874445,0.0
0.0,1.2715657415895976e-09,3.302899122238159,135000,0.009716556407511234,0.10338807106018066,8.654187867154484,-0.010336983948946,1.343728047528742,0.010336984880268574,0.0,3,3.40628719329834,5.529250144958496,18.182304316559527,89,43.97550372483449,18.939077796068872,0.0
0.0,-4.979471279753511e-10,25.854949951171875,136500,0.006404976360499859,7.271385192871094,180.96431353862326,-0.0004548692377284169,8.786404220104922,0.00045486874296329916,0.0,3,33.12633514404297,5.528354167938232,313.454872484911,90,690.0863038312037,451.6429215319785,0.3333333333333333
0.0,1.4901161415892261e-09,6.848589897155762,138000,0.009552758187055588,0.22332525253295898,54.181627273289564,-0.0023302598856389523,1.318474869650816,0.002330261282622814,0.0,3,7.071915149688721,5.531064510345459,242.94247570666982,91,516.6946359060995,173.1220924690563,0.0
0.0,-3.1789144649962964e-09,3.6757187843322754,139500,0.009778190404176712,0.3773021697998047,17.28633786360143,-0.007311060559004545,1.1328274652147914,0.007311057299375534,0.0,3,4.05302095413208,5.566657543182373,39.85455899483188,92,98.71606886608899,50.73202859167361,0.0
0.0,3.9736430812453705e-10,7.556602954864502,141000,0.007703959010541439,0.3262796401977539,106.62164569171348,-0.0011332739377394319,7.155272146481859,0.0011332742869853973,0.0,3,7.882882595062256,5.57621955871582,202.94095756786842,93,490.2637892689861,282.51825028700233,0.0
0.0,1.1324882143171067e-09,5.143636703491211,142500,0.006334162317216396,0.056876182556152344,53.48675170636454,-0.0014345446834340692,1.4026575383438964,0.0014345458475872874,0.0,3,5.200512886047363,5.561966896057129,203.19851764126764,94,432.4581885913428,145.0920891834419,0.0
0.0,6.298224164424937e-09,3.5918164253234863,144000,0.006474049296230078,0.029916763305664062,15.842300982454326,-0.00873179268091917,1.3987504443694396,0.008731799200177193,0.0,3,3.6217331886291504,5.5786967277526855,38.19850017845844,95,94.69925073662654,46.01247698975357,0.0
0.0,7.748603980672897e-10,8.739151000976562,145500,0.006525395903736353,1.3948822021484375,126.09630495517172,-0.0010524613317102194,53.2654832679576,0.0010524621466174722,0.0,3,10.134033203125,5.548076629638672,244.3398712257652,96,651.5895973367933,356.7101655436267,0.0
0.0,-9.238719789195216e-10,5.216466903686523,147000,0.006405365653336048,0.18918848037719727,60.87193968018648,-0.0018957796273753047,1.3348559029303557,0.00189577869605273,0.0,3,5.405655384063721,5.5154266357421875,228.26982988001765,97,485.59143619001003,162.76914799964297,0.0
0.0,1.86761228704313e-09,3.4710371494293213,148500,0.006510701961815357,0.01242971420288086,11.41212677817348,-0.02040822245180607,1.487331757689933,0.020408224314451218,0.0,3,3.483466863632202,5.508783340454102,26.143429926198415,98,61.261842180462374,24.742081952404163,0.0
